listing_id,host_id,neighbourhood,borough,property_type,room_type,checkin_date,checkout_date,nights_stayed,price_per_night,total_revenue,occupancy_rate,review_score,number_of_reviews,amenities,is_weekend_booking
L0295,Host_054,Harlem,Manhattan,Private room,Private room,2023-02-24,2023-02-26,2,81.92,163.84,0.93,4.5,170,"WiFi, Pool, Elevator, Heating, Air conditioning, TV",Yes
L0296,Host_032,Flatbush,Brooklyn,Private room,Private room,2023-07-23,2023-07-27,4,140.8,563.2,0.84,3.7,135,"Gym, WiFi, TV, Air conditioning, Heating, Kitchen",Yes
L0297,Host_030,Williamsburg,Brooklyn,Private room,Private room,2023-12-12,2023-12-16,4,46.0,184.0,0.65,3.7,93,"TV, Air conditioning, Pool, Gym, Kitchen, Washer, Elevator",No
L0298,Host_032,Long Island City,Queens,Entire home/apt,Entire home,2023-12-25,2024-01-07,13,337.0,4381.0,0.64,4.8,72,"Air conditioning, Pool, TV, Washer, Kitchen, WiFi",No
L0299,Host_036,Long Island City,Queens,Private room,Private room,2023-03-16,2023-03-29,13,93.0,1209.0,0.95,3.7,3,"Elevator, Gym, Kitchen, Washer",No
L0300,Host_051,Jamaica,Queens,Private room,Private room,2023-10-15,2023-10-29,14,106.24,1487.36,0.75,4.1,177,"WiFi, Heating, Elevator, Air conditioning",Yes
L0301,Host_022,Williamsburg,Brooklyn,Entire home/apt,Entire home,2023-10-14,2023-10-23,9,323.84,2914.56,0.93,3.9,6,"Kitchen, Washer, Elevator, Gym, TV, Pool",Yes
L0302,Host_035,Jamaica,Queens,Private room,Private room,2023-06-16,2023-06-27,11,103.68,1140.48,0.72,4.7,115,"Elevator, TV, Heating",Yes
L0303,Host_041,Flushing,Queens,Private room,Private room,2023-11-10,2023-11-20,10,125.44,1254.4,0.66,4.9,21,"Washer, Heating, Air conditioning, Elevator",Yes
L0304,Host_039,Long Island City,Queens,Private room,Private room,2023-08-16,2023-08-29,13,79.0,1027.0,0.9,4.0,151,"Gym, Elevator, Kitchen, Pool, WiFi, Washer, Air conditioning",No
L0305,Host_045,Chelsea,Manhattan,Shared room,Shared room,2023-07-23,2023-07-25,2,38.4,76.8,0.5,4.9,122,"WiFi, Pool, Elevator, Heating, TV, Gym, Washer",Yes
L0306,Host_042,Flatbush,Brooklyn,Entire home/apt,Entire home,2023-05-07,2023-05-19,12,408.32,4899.84,0.6,4.4,34,"Air conditioning, WiFi, Gym, Washer, Pool, TV, Kitchen",Yes
L0307,Host_036,Flatbush,Brooklyn,Shared room,Shared room,2023-12-24,2024-01-02,9,70.4,633.6,0.54,4.4,162,"Elevator, TV, Air conditioning, Heating, Gym, Kitchen, WiFi",Yes
L0308,Host_017,Bushwick,Brooklyn,Entire home/apt,Entire home,2023-01-01,2023-01-10,9,254.72,2292.48,0.87,4.8,89,"Gym, WiFi, Washer, Heating, Elevator",Yes
L0309,Host_052,Williamsburg,Brooklyn,Private room,Private room,2023-01-04,2023-01-13,9,74.0,666.0,0.64,4.1,144,"Elevator, Heating, Kitchen, Washer, Gym, TV",No
L0310,Host_041,Chelsea,Manhattan,Entire home/apt,Entire home,2023-11-10,2023-11-23,13,309.76,4026.88,0.81,3.9,167,"TV, Elevator, Kitchen, WiFi, Gym, Pool, Heating",Yes
L0311,Host_018,Upper East Side,Manhattan,Private room,Private room,2023-01-10,2023-01-13,3,69.0,207.0,0.48,4.3,48,"TV, Pool, Kitchen",No
L0312,Host_015,Jackson Heights,Queens,Private room,Private room,2023-09-10,2023-09-14,4,81.92,327.68,0.63,4.0,128,"Gym, WiFi, Air conditioning, Pool, Kitchen",Yes
L0313,Host_005,Chelsea,Manhattan,Private room,Private room,2023-05-09,2023-05-23,14,68.0,952.0,0.65,3.5,64,"Gym, Heating, Washer, WiFi, Kitchen, Pool",No
L0314,Host_014,Astoria,Queens,Entire home/apt,Entire home,2023-06-09,2023-06-15,6,463.36,2780.16,0.53,4.6,141,"Kitchen, TV, Heating, Washer, Air conditioning, Pool, Elevator",Yes
L0315,Host_016,Harlem,Manhattan,Shared room,Shared room,2023-03-27,2023-04-09,13,25.0,325.0,0.59,3.7,63,"WiFi, Gym, Washer",No
L0316,Host_006,Flushing,Queens,Entire home/apt,Entire home,2023-02-16,2023-02-27,11,247.0,2717.0,0.77,4.9,161,"WiFi, Washer, Gym",No
L0317,Host_009,Lower East Side,Manhattan,Private room,Private room,2023-10-13,2023-10-26,13,94.72,1231.36,0.79,4.0,113,"WiFi, Elevator, Air conditioning, Washer",Yes
L0318,Host_032,Chelsea,Manhattan,Private room,Private room,2023-10-05,2023-10-17,12,116.0,1392.0,0.7,4.4,140,"Washer, Gym, Air conditioning, TV, Pool",No
L0319,Host_029,Midtown,Manhattan,Entire home/apt,Entire home,2023-07-07,2023-07-15,8,346.88,2775.04,0.45,4.5,98,"WiFi, Washer, Elevator, TV",Yes
L0320,Host_043,Chelsea,Manhattan,Private room,Private room,2023-12-16,2023-12-24,8,88.32,706.56,0.85,3.7,73,"Elevator, Washer, WiFi, Pool, TV",Yes
L0321,Host_009,Astoria,Queens,Entire home/apt,Entire home,2023-02-24,2023-03-04,8,270.08,2160.64,0.55,3.5,165,"Gym, TV, WiFi, Air conditioning, Kitchen, Elevator",Yes
L0322,Host_060,Harlem,Manhattan,Private room,Private room,2023-11-24,2023-11-25,1,133.12,133.12,0.64,4.6,107,"WiFi, TV, Gym, Pool, Washer",Yes
L0323,Host_034,Williamsburg,Brooklyn,Shared room,Shared room,2023-04-29,2023-05-08,9,61.44,552.96,0.65,3.8,169,"Air conditioning, Elevator, Washer, WiFi",Yes
L0324,Host_030,Jamaica,Queens,Entire home/apt,Entire home,2023-04-03,2023-04-12,9,338.0,3042.0,0.66,4.0,41,"Gym, Washer, Air conditioning, TV, Elevator, Pool, Kitchen",No
L0325,Host_021,Jackson Heights,Queens,Private room,Private room,2023-04-20,2023-04-27,7,117.0,819.0,0.85,4.9,66,"Gym, Pool, Heating, WiFi, Washer",No
L0326,Host_009,Flatbush,Brooklyn,Entire home/apt,Entire home,2023-04-24,2023-04-28,4,274.0,1096.0,0.89,3.5,177,"Pool, Air conditioning, WiFi, Elevator, Heating",No
L0327,Host_024,Park Slope,Brooklyn,Entire home/apt,Entire home,2023-06-03,2023-06-05,2,316.16,632.32,0.75,4.4,56,"Washer, Gym, Kitchen",Yes
L0328,Host_007,Flatbush,Brooklyn,Private room,Private room,2023-10-23,2023-10-30,7,49.0,343.0,0.49,3.6,86,"Elevator, Pool, Gym, WiFi, Kitchen",No
L0329,Host_041,Jamaica,Queens,Private room,Private room,2023-09-26,2023-09-27,1,51.0,51.0,0.62,4.3,84,"Heating, Air conditioning, WiFi, Washer, Pool, TV, Gym",No
L0330,Host_028,Jamaica,Queens,Entire home/apt,Entire home,2023-03-09,2023-03-15,6,268.0,1608.0,0.49,4.4,13,"Elevator, TV, WiFi, Heating, Gym, Washer, Air conditioning",No
L0331,Host_013,Harlem,Manhattan,Entire home/apt,Entire home,2023-10-20,2023-10-24,4,472.32,1889.28,0.74,5.0,135,"Heating, Kitchen, Air conditioning, Pool",Yes
L0332,Host_043,Flatbush,Brooklyn,Entire home/apt,Entire home,2023-06-28,2023-07-02,4,331.0,1324.0,0.62,4.4,7,"Air conditioning, Washer, TV, Heating, Elevator",No
L0333,Host_053,Upper East Side,Manhattan,Entire home/apt,Entire home,2023-07-11,2023-07-14,3,239.0,717.0,0.84,4.8,29,"Heating, Air conditioning, Elevator",No
L0334,Host_052,Williamsburg,Brooklyn,Entire home/apt,Entire home,2023-08-30,2023-08-31,1,176.0,176.0,0.62,4.6,55,"Pool, TV, Gym, Heating",No
L0335,Host_043,Flushing,Queens,Private room,Private room,2023-12-06,2023-12-15,9,93.0,837.0,0.47,3.8,73,"TV, WiFi, Heating, Washer",No
L0336,Host_018,Midtown,Manhattan,Entire home/apt,Entire home,2023-05-30,2023-06-13,14,304.0,4256.0,0.91,4.1,98,"Kitchen, Washer, Heating, TV, Gym, WiFi, Elevator",No
L0337,Host_036,Lower East Side,Manhattan,Shared room,Shared room,2023-09-29,2023-10-04,5,40.96,204.8,0.62,4.1,41,"Washer, Pool, Air conditioning",Yes
L0338,Host_033,Long Island City,Queens,Entire home/apt,Entire home,2023-05-12,2023-05-19,7,334.08,2338.56,0.91,4.7,8,"TV, Heating, Kitchen, Air conditioning, Gym, Elevator, WiFi",Yes
L0339,Host_044,Jackson Heights,Queens,Entire home/apt,Entire home,2023-10-21,2023-10-24,3,302.08,906.24,0.67,4.0,155,"Gym, Air conditioning, Kitchen, Washer, Elevator",Yes
L0340,Host_013,Jamaica,Queens,Private room,Private room,2023-12-28,2024-01-06,9,84.0,756.0,0.92,4.1,38,"Air conditioning, Washer, WiFi, TV, Gym, Elevator, Heating",No
L0341,Host_049,Park Slope,Brooklyn,Private room,Private room,2023-07-30,2023-08-04,5,124.16,620.8,0.68,4.9,164,"Air conditioning, Heating, WiFi, Kitchen, Washer",Yes
L0342,Host_039,Lower East Side,Manhattan,Private room,Private room,2023-12-18,2023-12-19,1,74.0,74.0,0.64,4.5,123,"Pool, Gym, Washer, Elevator",No
L0343,Host_032,Park Slope,Brooklyn,Private room,Private room,2023-04-09,2023-04-13,4,79.36,317.44,0.47,4.6,4,"Elevator, Heating, Washer, Pool, Kitchen",Yes
L0344,Host_029,Midtown,Manhattan,Entire home/apt,Entire home,2023-08-23,2023-08-27,4,370.0,1480.0,0.67,4.7,156,"Washer, Elevator, TV, Pool, Gym, WiFi",No
L0345,Host_053,Astoria,Queens,Entire home/apt,Entire home,2023-10-03,2023-10-10,7,141.0,987.0,0.96,3.6,100,"WiFi, Heating, Air conditioning, Gym, Washer, Elevator, Kitchen",No
L0346,Host_040,Park Slope,Brooklyn,Entire home/apt,Entire home,2023-03-14,2023-03-22,8,147.0,1176.0,0.88,4.2,129,"Air conditioning, Pool, Heating",No
L0347,Host_012,Bushwick,Brooklyn,Entire home/apt,Entire home,2023-12-31,2024-01-04,4,450.56,1802.24,0.91,3.6,83,"Kitchen, Pool, WiFi, Washer",Yes
L0348,Host_046,Bushwick,Brooklyn,Entire home/apt,Entire home,2023-03-23,2023-03-30,7,316.0,2212.0,0.74,3.6,44,"Air conditioning, Pool, Elevator, Kitchen, Washer",No
L0349,Host_020,Astoria,Queens,Entire home/apt,Entire home,2023-04-03,2023-04-05,2,348.0,696.0,0.92,4.9,1,"TV, WiFi, Heating, Elevator, Washer, Gym, Air conditioning",No
L0350,Host_043,Park Slope,Brooklyn,Entire home/apt,Entire home,2023-08-15,2023-08-17,2,363.0,726.0,0.76,3.5,141,"Pool, Heating, WiFi, Kitchen, Washer",No
L0351,Host_055,Chelsea,Manhattan,Entire home/apt,Entire home,2023-11-05,2023-11-10,5,174.08,870.4,0.62,3.6,28,"Air conditioning, Pool, Washer, Gym, TV, Kitchen",Yes
L0352,Host_003,Flatbush,Brooklyn,Entire home/apt,Entire home,2023-07-08,2023-07-15,7,213.76,1496.32,0.88,4.6,141,"TV, Gym, Kitchen",Yes
L0353,Host_027,Chelsea,Manhattan,Entire home/apt,Entire home,2023-01-30,2023-02-01,2,227.0,454.0,0.75,5.0,136,"Gym, TV, Heating",No
L0354,Host_037,Long Island City,Queens,Entire home/apt,Entire home,2023-10-16,2023-10-24,8,301.0,2408.0,0.72,4.4,127,"Heating, TV, Kitchen, WiFi",No
L0355,Host_051,Midtown,Manhattan,Entire home/apt,Entire home,2023-11-12,2023-11-19,7,230.4,1612.8,0.67,4.0,144,"WiFi, Heating, Washer, Air conditioning",Yes
L0356,Host_033,Williamsburg,Brooklyn,Entire home/apt,Entire home,2023-12-18,2023-12-24,6,285.0,1710.0,0.63,4.6,158,"Air conditioning, Heating, Pool",No
L0357,Host_052,Brooklyn Heights,Brooklyn,Private room,Private room,2023-03-21,2023-04-01,11,62.0,682.0,0.69,4.8,86,"Elevator, WiFi, Pool, TV, Air conditioning, Washer",No
L0358,Host_037,Jamaica,Queens,Entire home/apt,Entire home,2023-03-18,2023-03-23,5,369.92,1849.6,0.89,4.0,97,"Air conditioning, Elevator, Kitchen, TV, WiFi, Pool, Heating",Yes
L0359,Host_006,Williamsburg,Brooklyn,Entire home/apt,Entire home,2023-08-20,2023-09-03,14,478.72,6702.08,0.94,3.8,78,"Kitchen, Washer, Elevator, WiFi",Yes
L0360,Host_002,Midtown,Manhattan,Entire home/apt,Entire home,2023-04-08,2023-04-14,6,469.76,2818.56,0.93,4.6,135,"Washer, Air conditioning, Elevator, WiFi, TV",Yes
L0361,Host_003,Flushing,Queens,Entire home/apt,Entire home,2023-09-25,2023-09-27,2,355.0,710.0,0.45,4.9,176,"Kitchen, Washer, Heating, WiFi, Gym, Air conditioning, TV",No
L0362,Host_014,Long Island City,Queens,Private room,Private room,2023-05-27,2023-06-01,5,89.6,448.0,0.73,4.7,172,"TV, Air conditioning, Kitchen",Yes
L0363,Host_040,Williamsburg,Brooklyn,Entire home/apt,Entire home,2023-06-29,2023-07-08,9,172.0,1548.0,0.62,3.7,73,"Heating, Air conditioning, WiFi, Gym, TV, Washer, Pool",No
L0364,Host_031,Williamsburg,Brooklyn,Entire home/apt,Entire home,2023-01-28,2023-01-30,2,185.6,371.2,0.67,3.8,153,"Gym, Washer, Air conditioning, Elevator, Kitchen, WiFi, TV",Yes
L0365,Host_052,Flushing,Queens,Entire home/apt,Entire home,2023-06-08,2023-06-19,11,359.0,3949.0,0.79,4.6,121,"Heating, Air conditioning, Elevator, TV",No
L0366,Host_045,Bushwick,Brooklyn,Entire home/apt,Entire home,2023-09-07,2023-09-08,1,289.0,289.0,0.48,3.7,123,"Air conditioning, TV, Elevator, Pool, Gym, Kitchen",No
L0367,Host_046,Astoria,Queens,Entire home/apt,Entire home,2023-11-29,2023-12-01,2,174.0,348.0,0.86,4.3,103,"Elevator, Heating, TV, Kitchen, Pool, Washer, Gym",No
L0368,Host_053,Williamsburg,Brooklyn,Entire home/apt,Entire home,2023-06-25,2023-07-04,9,435.2,3916.8,0.81,3.8,172,"Gym, Kitchen, TV",Yes
L0369,Host_007,Jackson Heights,Queens,Entire home/apt,Entire home,2023-07-27,2023-07-29,2,347.0,694.0,0.76,4.5,153,"Washer, Gym, Pool, Elevator, WiFi, TV",No
L0370,Host_058,Harlem,Manhattan,Private room,Private room,2023-03-18,2023-03-26,8,80.64,645.12,0.73,4.1,148,"Heating, Pool, Washer, Air conditioning, Elevator, TV",Yes
L0371,Host_038,Bushwick,Brooklyn,Shared room,Shared room,2023-03-07,2023-03-21,14,37.0,518.0,0.6,4.1,141,"WiFi, Washer, Pool",No
L0372,Host_045,Williamsburg,Brooklyn,Entire home/apt,Entire home,2023-07-15,2023-07-22,7,410.88,2876.16,0.65,4.3,170,"Gym, Air conditioning, Kitchen, TV",Yes
L0373,Host_010,Bushwick,Brooklyn,Private room,Private room,2023-01-06,2023-01-08,2,78.08,156.16,0.79,3.7,125,"Air conditioning, Kitchen, Gym, Washer, Heating, TV",Yes
L0374,Host_040,Jamaica,Queens,Shared room,Shared room,2023-08-06,2023-08-15,9,52.48,472.32,0.88,4.1,58,"Elevator, WiFi, TV, Heating",Yes
L0375,Host_018,Flushing,Queens,Private room,Private room,2023-07-07,2023-07-08,1,145.92,145.92,0.96,4.4,95,"Gym, Kitchen, Pool",Yes
L0376,Host_049,Jamaica,Queens,Shared room,Shared room,2023-02-10,2023-02-19,9,52.48,472.32,0.91,3.6,121,"Pool, TV, Gym",Yes
L0377,Host_001,Chelsea,Manhattan,Entire home/apt,Entire home,2023-08-29,2023-09-08,10,360.0,3600.0,0.83,4.1,76,"Air conditioning, WiFi, Washer, TV, Pool",No
L0378,Host_041,Jamaica,Queens,Entire home/apt,Entire home,2023-10-21,2023-10-22,1,463.36,463.36,0.79,3.9,160,"TV, Gym, WiFi",Yes
L0379,Host_051,Lower East Side,Manhattan,Entire home/apt,Entire home,2023-11-12,2023-11-17,5,335.36,1676.8,0.59,3.9,29,"Air conditioning, Pool, Washer, Heating, Gym, Kitchen, Elevator",Yes
L0380,Host_052,Flushing,Queens,Entire home/apt,Entire home,2023-03-16,2023-03-26,10,136.0,1360.0,0.94,3.7,127,"Elevator, Heating, Washer, Gym, Kitchen, TV",No
L0381,Host_017,Long Island City,Queens,Entire home/apt,Entire home,2023-08-26,2023-09-02,7,229.12,1603.84,0.7,4.2,137,"Elevator, Pool, Heating, Air conditioning",Yes
L0382,Host_001,Lower East Side,Manhattan,Private room,Private room,2023-12-14,2023-12-20,6,102.0,612.0,0.95,4.5,11,"Pool, Washer, Elevator",No
L0383,Host_055,Flatbush,Brooklyn,Private room,Private room,2023-05-17,2023-05-30,13,87.0,1131.0,0.5,4.5,101,"Heating, Pool, TV, Air conditioning, Kitchen, Washer",No
L0384,Host_054,Astoria,Queens,Private room,Private room,2023-02-20,2023-03-01,9,46.0,414.0,0.5,4.2,57,"TV, Heating, WiFi, Elevator, Pool",No
L0385,Host_043,Midtown,Manhattan,Shared room,Shared room,2023-03-03,2023-03-05,2,60.16,120.32,0.9,3.7,169,"Air conditioning, Kitchen, Washer, Gym, Pool, TV, Elevator",Yes
L0386,Host_060,Astoria,Queens,Private room,Private room,2023-12-08,2023-12-21,13,126.72,1647.36,0.85,3.9,19,"WiFi, Elevator, Heating, Air conditioning, Pool",Yes
L0387,Host_005,Bushwick,Brooklyn,Entire home/apt,Entire home,2023-07-21,2023-07-24,3,474.88,1424.64,0.79,3.7,139,"Heating, Kitchen, Pool, Washer, Air conditioning, WiFi",Yes
L0388,Host_047,Midtown,Manhattan,Entire home/apt,Entire home,2023-09-12,2023-09-15,3,248.0,744.0,0.79,3.5,10,"TV, Air conditioning, Washer, Gym, Heating, WiFi",No
L0389,Host_026,Jackson Heights,Queens,Entire home/apt,Entire home,2023-01-02,2023-01-09,7,155.0,1085.0,0.95,4.7,124,"Pool, Washer, Air conditioning",No
L0390,Host_041,Long Island City,Queens,Entire home/apt,Entire home,2023-06-24,2023-06-26,2,212.48,424.96,0.89,4.6,75,"Air conditioning, WiFi, Heating, Washer",Yes
L0391,Host_058,Chelsea,Manhattan,Private room,Private room,2023-02-13,2023-02-24,11,90.0,990.0,0.68,3.8,10,"WiFi, Heating, Gym, Elevator",No
L0392,Host_032,Lower East Side,Manhattan,Private room,Private room,2023-06-23,2023-06-24,1,60.16,60.16,0.63,4.6,104,"Heating, Gym, Washer",Yes
L0393,Host_015,Flushing,Queens,Private room,Private room,2023-03-14,2023-03-22,8,49.0,392.0,0.79,4.2,159,"Heating, Air conditioning, WiFi",No
L0394,Host_053,Midtown,Manhattan,Private room,Private room,2023-03-29,2023-04-12,14,103.0,1442.0,0.76,4.7,28,"Gym, Heating, WiFi",No
L0395,Host_054,Upper East Side,Manhattan,Entire home/apt,Entire home,2023-12-17,2023-12-27,10,416.0,4160.0,0.73,4.0,55,"Air conditioning, Washer, WiFi",Yes
L0396,Host_027,Chelsea,Manhattan,Entire home/apt,Entire home,2023-03-26,2023-04-03,8,263.68,2109.44,0.58,4.4,35,"Elevator, Air conditioning, WiFi",Yes
L0397,Host_012,Williamsburg,Brooklyn,Entire home/apt,Entire home,2023-05-26,2023-06-02,7,211.2,1478.4,0.81,4.7,122,"Heating, Air conditioning, Washer, Gym",Yes
L0398,Host_012,Jackson Heights,Queens,Entire home/apt,Entire home,2023-09-13,2023-09-23,10,139.0,1390.0,0.94,4.4,78,"Elevator, WiFi, TV, Kitchen, Washer",No
L0399,Host_040,Lower East Side,Manhattan,Shared room,Shared room,2023-04-23,2023-05-01,8,52.48,419.84,0.85,4.5,71,"Heating, Kitchen, Elevator",Yes
L0400,Host_011,Upper East Side,Manhattan,Entire home/apt,Entire home,2023-07-06,2023-07-11,5,142.0,710.0,0.56,3.9,158,"WiFi, Kitchen, Washer, Pool, TV, Gym",No
L0401,Host_008,Midtown,Manhattan,Entire home/apt,Entire home,2023-08-16,2023-08-26,10,156.0,1560.0,0.75,4.1,174,"Heating, Kitchen, Air conditioning, Gym, WiFi",No
L0402,Host_025,Upper East Side,Manhattan,Private room,Private room,2023-10-27,2023-11-04,8,69.12,552.96,0.48,4.2,56,"Gym, Air conditioning, Heating, Pool, Kitchen, Elevator, Washer",Yes
L0403,Host_013,Chelsea,Manhattan,Shared room,Shared room,2023-12-21,2023-12-31,10,26.0,260.0,0.48,3.7,120,"Elevator, Air conditioning, Pool, Gym, Kitchen, Washer",No
L0404,Host_041,Flushing,Queens,Private room,Private room,2023-04-28,2023-04-30,2,151.04,302.08,0.66,4.3,56,"Gym, Pool, Air conditioning, WiFi, Heating, Kitchen, Washer",Yes
L0405,Host_058,Brooklyn Heights,Brooklyn,Private room,Private room,2023-01-03,2023-01-10,7,118.0,826.0,0.96,3.6,121,"WiFi, Elevator, TV, Heating, Washer, Pool, Kitchen",No
L0406,Host_049,Park Slope,Brooklyn,Entire home/apt,Entire home,2023-04-22,2023-04-25,3,161.28,483.84,0.64,3.9,24,"Gym, TV, Kitchen",Yes
L0407,Host_048,Jackson Heights,Queens,Private room,Private room,2023-03-12,2023-03-26,14,131.84,1845.76,0.82,3.8,95,"WiFi, Kitchen, Heating, Washer, Air conditioning, Pool",Yes
L0408,Host_045,Brooklyn Heights,Brooklyn,Private room,Private room,2023-06-21,2023-07-03,12,55.0,660.0,0.93,4.3,173,"WiFi, Kitchen, Heating, Air conditioning, Elevator",No
L0409,Host_012,Astoria,Queens,Entire home/apt,Entire home,2023-04-15,2023-04-18,3,197.12,591.36,0.96,3.9,30,"Heating, Pool, Air conditioning, Elevator, Washer, Gym",Yes
L0410,Host_023,Williamsburg,Brooklyn,Entire home/apt,Entire home,2023-09-27,2023-10-11,14,351.0,4914.0,0.51,4.6,174,"TV, Gym, Pool, Air conditioning, WiFi, Kitchen, Heating",No
L0411,Host_012,Midtown,Manhattan,Entire home/apt,Entire home,2023-03-26,2023-03-31,5,341.76,1708.8,0.51,3.7,39,"Pool, WiFi, Air conditioning, Heating",Yes
L0412,Host_031,Jamaica,Queens,Shared room,Shared room,2023-11-27,2023-11-28,1,39.0,39.0,0.6,3.6,60,"Washer, Elevator, TV, Air conditioning, Pool, Heating, Gym",No
L0413,Host_029,Jamaica,Queens,Private room,Private room,2023-03-09,2023-03-22,13,83.0,1079.0,0.61,4.7,59,"Washer, TV, Elevator, WiFi, Kitchen, Air conditioning",No
L0414,Host_040,Brooklyn Heights,Brooklyn,Shared room,Shared room,2023-04-04,2023-04-07,3,34.0,102.0,0.89,4.5,171,"Air conditioning, Heating, WiFi, Elevator",No
L0415,Host_017,Flatbush,Brooklyn,Entire home/apt,Entire home,2023-10-15,2023-10-27,12,395.52,4746.24,0.47,4.0,89,"Washer, Gym, TV, Kitchen",Yes
L0416,Host_002,Long Island City,Queens,Entire home/apt,Entire home,2023-03-16,2023-03-24,8,327.0,2616.0,0.93,3.7,140,"Washer, TV, Heating, Air conditioning, Gym, Kitchen, Pool",No
L0417,Host_008,Jackson Heights,Queens,Entire home/apt,Entire home,2023-12-14,2023-12-23,9,365.0,3285.0,0.51,3.5,159,"Gym, Washer, WiFi, Air conditioning",No
L0418,Host_038,Lower East Side,Manhattan,Private room,Private room,2023-01-12,2023-01-14,2,80.0,160.0,0.73,4.2,172,"Pool, Elevator, Kitchen",No
L0419,Host_033,Bushwick,Brooklyn,Private room,Private room,2023-03-17,2023-03-29,12,116.48,1397.76,0.89,4.1,96,"TV, Washer, Air conditioning",Yes
L0420,Host_006,Brooklyn Heights,Brooklyn,Private room,Private room,2023-08-01,2023-08-14,13,101.0,1313.0,0.68,3.7,109,"Air conditioning, Kitchen, Gym, Elevator, Pool, Heating",No
L0421,Host_038,Long Island City,Queens,Entire home/apt,Entire home,2023-07-29,2023-08-09,11,399.36,4392.96,0.93,4.1,143,"Air conditioning, Heating, Kitchen, Gym, Pool, Washer",Yes
L0422,Host_020,Chelsea,Manhattan,Private room,Private room,2023-08-26,2023-08-30,4,148.48,593.92,0.46,3.5,68,"Gym, Kitchen, Washer, Elevator, Air conditioning",Yes
L0423,Host_045,Park Slope,Brooklyn,Entire home/apt,Entire home,2023-05-22,2023-05-30,8,245.0,1960.0,0.97,3.6,93,"Gym, Elevator, Pool, Air conditioning, Heating, WiFi, Kitchen",No
L0424,Host_017,Jamaica,Queens,Entire home/apt,Entire home,2023-03-16,2023-03-22,6,203.0,1218.0,0.69,4.5,92,"WiFi, TV, Air conditioning, Heating",No
L0425,Host_019,Long Island City,Queens,Entire home/apt,Entire home,2023-11-18,2023-11-21,3,203.52,610.56,0.85,4.4,43,"Washer, Pool, Elevator, Gym, Air conditioning, TV, Heating",Yes
L0426,Host_038,Long Island City,Queens,Entire home/apt,Entire home,2023-03-12,2023-03-21,9,384.0,3456.0,0.6,4.7,106,"Air conditioning, Kitchen, Gym, Elevator, TV",Yes
L0427,Host_036,Harlem,Manhattan,Private room,Private room,2023-02-09,2023-02-11,2,98.0,196.0,0.88,4.9,123,"TV, Washer, Kitchen, Heating, Pool",No
L0428,Host_020,Long Island City,Queens,Entire home/apt,Entire home,2023-03-07,2023-03-21,14,134.0,1876.0,0.81,4.5,79,"Heating, Air conditioning, WiFi, Pool",No
L0429,Host_050,Astoria,Queens,Entire home/apt,Entire home,2023-04-11,2023-04-13,2,367.0,734.0,0.47,4.5,152,"Gym, Kitchen, Air conditioning",No
L0430,Host_001,Midtown,Manhattan,Entire home/apt,Entire home,2023-11-05,2023-11-09,4,216.32,865.28,0.76,3.8,172,"WiFi, Kitchen, Gym, Washer, Air conditioning",Yes
L0431,Host_055,Long Island City,Queens,Entire home/apt,Entire home,2023-10-19,2023-10-21,2,376.0,752.0,0.5,4.4,4,"Heating, Pool, Air conditioning, Kitchen, TV, WiFi, Elevator",No
L0432,Host_055,Harlem,Manhattan,Private room,Private room,2023-10-29,2023-11-01,3,116.48,349.44,0.68,4.9,47,"Elevator, Pool, Kitchen, TV, Gym",Yes
L0433,Host_021,Williamsburg,Brooklyn,Private room,Private room,2023-09-24,2023-09-27,3,133.12,399.36,0.71,4.0,74,"WiFi, Kitchen, Air conditioning, Heating, Pool, Washer, Gym",Yes
L0434,Host_044,Flatbush,Brooklyn,Private room,Private room,2023-07-28,2023-08-02,5,93.44,467.2,0.96,4.1,18,"Washer, Air conditioning, WiFi, Pool, Heating, Elevator",Yes
L0435,Host_044,Brooklyn Heights,Brooklyn,Entire home/apt,Entire home,2023-07-22,2023-07-29,7,208.64,1460.48,0.81,5.0,44,"Washer, Heating, Air conditioning",Yes
L0436,Host_026,Lower East Side,Manhattan,Private room,Private room,2023-08-06,2023-08-18,12,94.72,1136.64,0.71,4.6,149,"TV, Elevator, Air conditioning, Heating, Pool, Washer, Kitchen",Yes
L0437,Host_030,Long Island City,Queens,Entire home/apt,Entire home,2023-09-08,2023-09-16,8,224.0,1792.0,0.57,4.9,8,"WiFi, Kitchen, Heating",Yes
L0438,Host_025,Astoria,Queens,Shared room,Shared room,2023-11-15,2023-11-25,10,34.0,340.0,0.5,3.6,134,"Gym, Heating, Air conditioning, Washer, Pool, TV",No
L0439,Host_052,Long Island City,Queens,Entire home/apt,Entire home,2023-03-02,2023-03-09,7,129.0,903.0,0.68,4.8,114,"WiFi, Pool, Kitchen, TV, Air conditioning, Elevator",No
L0440,Host_046,Brooklyn Heights,Brooklyn,Entire home/apt,Entire home,2023-02-26,2023-03-08,10,408.32,4083.2,0.8,4.5,176,"Gym, Pool, TV, Kitchen, Elevator, WiFi, Washer",Yes
L0441,Host_025,Brooklyn Heights,Brooklyn,Private room,Private room,2023-02-01,2023-02-02,1,81.0,81.0,0.76,3.7,94,"WiFi, Washer, Heating, Pool, Elevator",No
L0442,Host_004,Bushwick,Brooklyn,Entire home/apt,Entire home,2023-11-28,2023-12-03,5,245.0,1225.0,0.76,4.9,17,"Kitchen, Washer, Pool, WiFi, TV",No
